ID,URL,Language,Country_search,Newspaper,Type_of_newspaper ,Circulation,d,m,yr,Title,ID_Event,Year_event,Location_event,Country_event,Continent,lon,lat,lon2,lat2,lon3,lat3,Species,Genus,Family,Order,Bite,Death,Figure_species,Figure_bite,Expert_arachnologist,Expert_doctor,Expert_others,Sensationalism,Taxonomic_error,Venom_error,Anatomy_error,Photo_error,Quality_check,Contributor,Notes,POS,NEG,POS,NEG
NZ_009,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=10780285,English,New Zealand,NZ Herald,Traditional newspaper,National,22.0,1.0,2012.0,Suicide helper refuses to return to NZ,NA_USA_NA,,,USA,N America,,,-102.98,38.2,170.15,-43.97,Gen sp,Unknown,Unknown,Araneae,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,yes, Christina Painting & Leilani Walker,-,,,0.2857142857142857,0.42857142857142855
NZ_010,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=10790808,English,New Zealand,NZ Herald,Traditional newspaper,National,9.0,3.0,2012.0,Ocean kayaker survives nasty katipo bite,Gisborne_New Zealand_2012,2012.0,Gisborne,New Zealand,Oceania,178.02,-38.66,170.15,-43.97,170.15,-43.97,Latrodectus katipo,Latrodectus,Theridiidae,Araneae,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,"Check figure - could be Steatoda? Quotes from medical journal, not direct expert interview, Is nasty in headline = sensationalism?",,,0.24242424242424243,0.42424242424242425
NZ_011,https://www.odt.co.nz/news/dunedin/large-hairy-arrivals-settle,English,New Zealand,Otago Daily Times,Traditional newspaper,Regional,28.0,7.0,2012.0,"Large, hairy arrivals settle in",Dunedin_New Zealand_2012,2012.0,Dunedin,New Zealand,Oceania,170.5,-45.88,170.15,-43.97,170.15,-43.97,Grammostola pulchra,Grammostola,Theraphosidae,Araneae,0.0,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,Spider exhibit at museum,,,0.2857142857142857,0.2
NZ_011,https://www.odt.co.nz/news/dunedin/large-hairy-arrivals-settle,English,New Zealand,Otago Daily Times,Traditional newspaper,Regional,28.0,7.0,2012.0,"Large, hairy arrivals settle in",Dunedin_New Zealand_2012,2012.0,Dunedin,New Zealand,Oceania,170.5,-45.88,170.15,-43.97,170.15,-43.97,Pamphobeteus antinous,Pamphobeteus,Theraphosidae,Araneae,0.0,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,Spider exhibit at museum,,,0.2857142857142857,0.2
NZ_012,http://www.stuff.co.nz/marlborough-express/news/7523776/Spiders-may-not-be-to-blame,English,New Zealand,Marlborough Express (via Stuff),Traditional newspaper,Regional,22.0,8.0,2012.0,Spiders may not be to blame,Blenheim_New Zealand_2012,2012.0,Blenheim,New Zealand,Oceania,173.96,-41.51,170.15,-43.97,170.15,-43.97,Lampona sp,Lampona,Lamponidae,Araneae,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,yes, Christina Painting & Leilani Walker,-,,,0.07692307692307693,0.46153846153846156
NZ_013,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=10859147,English,New Zealand,NZ Herald,Traditional newspaper,National,15.0,1.0,2013.0,White tail spiders put bite on kids,Gisborne_New Zealand_2013,2013.0,Gisborne,New Zealand,Oceania,178.02,-38.66,170.15,-43.97,170.15,-43.97,Lampona sp,Lampona,Lamponidae,Araneae,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,yes, Christina Painting & Leilani Walker,"Expert is account from pest control operators around NZ. Also other cities in NZ described with increased spider numbers, but the frequency of bites is described for Gisborne only. Also expert from Poisons Centre interviewed",,,0.37254901960784315,0.23529411764705882
NZ_014,http://www.stuff.co.nz/dominion-post/news/8690893/Family-counts-blessings-after-superbug-scare,English,New Zealand,Dominion Post (via Stuff),Traditional newspaper,Regional,19.0,5.0,2013.0,Family counts blessings after superbug scare,NA_NA_2013,2013.0,,,,,,,,170.15,-43.97,Gen sp,Unknown,Unknown,Araneae,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,yes, Christina Painting & Leilani Walker,Main story is of necrosis in NZ man (Wellington) but no mention of it being a spider bite. Story refers to another death of a celebrity from a spider bite necrosis ,,,0.2033898305084746,0.4745762711864407
NZ_015,http://www.stuff.co.nz/world/europe/9368536/Invasion-of-the-killer-banana-spiders,English,New Zealand,Stuff ,Online newspaper,National,6.0,11.0,2013.0,Invasion of the killer banana spiders,London_UK_2013,2013.0,London,UK,Europe,-0.12,51.51,-1.82,53.7,170.15,-43.97,Phoneutria sp,Phoneutria,Ctenidae,Araneae,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,yes, Christina Painting & Leilani Walker,-,,,0.18181818181818182,0.36363636363636365
NZ_016,http://www.stuff.co.nz/timaru-herald/editors-picks/9594651/White-tail-spiders-hit-home,English,New Zealand,Timaru Herald (via Stuff),Traditional newspaper,Regional,10.0,1.0,2014.0,White-tail spiders hit home,Timaru_New Zealand_2014,2014.0,Timaru,New Zealand,Oceania,171.24,-44.38,170.15,-43.97,170.15,-43.97,Lampona sp,Lampona,Lamponidae,Araneae,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,expert pest control operators quoted saying that white tailed spiders causing hospitalisation without any evidence,,,0.125,0.25
NZ_017,http://www.stuff.co.nz/auckland/local-news/western-leader/10346148/Eight-legged-encounter-smoothes-arachnid-anxieties,English,New Zealand,Western Leader (via Stuff),Traditional newspaper,Regional,5.0,8.0,2014.0,Eight-legged encounter smoothes arachnid anxieties,Auckland_New Zealand_2014,2014.0,Auckland,New Zealand,Oceania,174.77,-36.85,170.15,-43.97,170.15,-43.97,Delena cancerides ,Delena,Sparassidae,Araneae,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,-,,,0.42,0.2
NZ_018,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11307026,English,New Zealand,NZ Herald,Traditional newspaper,National,11.0,8.0,2014.0,Worker unearths giant Wairarapa spider,Wairarapa_New Zealand_2014,2014.0,Wairarapa,New Zealand,Oceania,176.19,-40.54,170.15,-43.97,170.15,-43.97,Stanwellia sp,Stanwellia,Pycnothelidae,Araneae,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,-,,,0.3076923076923077,0.28205128205128205
NZ_019,https://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11348485,English,New Zealand,NZ Herald,Traditional newspaper,National,26.0,10.0,2014.0,Wolf spider filmed carrying haul of squirming babies on its back,Missouri_USA_2014,2014.0,Missouri,USA,N America,-91.8,37.99,-102.98,38.2,170.15,-43.97,Lycosidae,Unknown,Lycosidae,Araneae,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,"Photo is a little blury because a still taken from video, No expert directly contacted but some information pulled from Missouri Department of Conservation website ",,,0.2413793103448276,0.3793103448275862
NZ_020,https://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11356599,English,New Zealand,NZ Herald,Traditional newspaper,National,11.0,11.0,2014.0,UKs most venomous spider claims first victim,"Aldershot, Hampshire_UK_2014",2014.0,"Aldershot, Hampshire",UK,Europe,-0.76,51.25,-1.82,53.7,170.15,-43.97,Steatoda sp,Steatoda,Theridiidae,Araneae,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,"Photo is of a blackwidow, not Steatoda, but is correctly labelled ",,,0.17647058823529413,0.6470588235294118
NZ_021,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11391436,English,New Zealand,NZ Herald,Traditional newspaper,National,25.0,1.0,2015.0,Costly claims as white-tailed spiders attack,Auckland_New Zealand_2015,2015.0,Auckland,New Zealand,Oceania,174.77,-36.85,170.15,-43.97,170.15,-43.97,Lampona sp,Lampona,Lamponidae,Araneae,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,Expert is pest control operator ,,,0.2702702702702703,0.35135135135135137
NZ_022,https://www.nzherald.co.nz/rotorua-daily-post/news/article.cfm?c_id=1503438&objectid=11396295,English,New Zealand,NZ Herald,Traditional newspaper,National,4.0,2.0,2015.0,Redback spider found in Rotorua,Rotorua_New Zealand_2015,2015.0,Rotorua,New Zealand,Oceania,176.25,-38.14,170.15,-43.97,170.15,-43.97,Latrodectus hasselti,Latrodectus,Theridiidae,Araneae,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,-,,,0.21428571428571427,0.2619047619047619
NZ_023,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11397942,English,New Zealand,NZ Herald,Traditional newspaper,National,8.0,2.0,2015.0,Truck loads of white tails,Rotorua_New Zealand_2015,2015.0,Rotorua,New Zealand,Oceania,176.25,-38.14,170.15,-43.97,170.15,-43.97,Latrodectus hasselti,Latrodectus,Theridiidae,Araneae,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,-,,,0.1956521739130435,0.2391304347826087
NZ_024,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11399316,English,New Zealand,NZ Herald,Traditional newspaper,National,10.0,2.0,2015.0,White-tail spiders take over Auckland home,Auckland_New Zealand_2015,2015.0,Auckland,New Zealand,Oceania,174.77,-36.85,170.15,-43.97,170.15,-43.97,Lampona sp,Lampona,Lamponidae,Araneae,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,yes, Christina Painting & Leilani Walker,"No sensationalism from the journalist but story is almost fully quotes from a woman who claims her house is infested and getting bitten regularly, lots of sensational words like awful. Also woman quoted as saying spider stings her, but the journalist doesnt have any anatomy errors. No expert directly interviewed, just a generic statement that experts suggest keeping your house free of spider webs to keep numbers down",,,0.3055555555555556,0.3055555555555556
NZ_025,https://www.stuff.co.nz/southland-times/news/67503242/redback-spider-makes-home-in-stoat-trap,English,New Zealand,Southland Times (via Stuff),Traditional newspaper,Regional,25.0,3.0,2015.0,Redback spider makes home in stoat trap,Wanaka_New Zealand_2015,2015.0,Wanaka,New Zealand,Oceania,169.13,-44.7,170.15,-43.97,170.15,-43.97,Latrodectus hasselti,Latrodectus,Theridiidae,Araneae,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,-,,,0.4444444444444444,0.14814814814814814
NZ_026,https://www.stuff.co.nz/world/americas/68892124/black-widow-spider-hiding-in-grapes-bites-woman,English,New Zealand,Stuff ,Online newspaper,National,27.0,5.0,2015.0,Black widow spider hiding in grapes bites woman,"Colchester, Vermont_USA_2015",2015.0,"Colchester, Vermont",USA,N America,-73.51,44.55,-102.98,38.2,170.15,-43.97,Latrodectus sp,Latrodectus,Theridiidae,Araneae,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,Rare example of a person catching spider immediately & taking it with them to hospital as direct evidence ,,,0.35294117647058826,0.29411764705882354
NZ_027,https://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11461071,English,New Zealand,NZ Herald,Traditional newspaper,National,7.0,6.0,2015.0,Killer spider nightmare sends family of six packing,"Nuneaton, Warwickshire_UK_2015",2015.0,"Nuneaton, Warwickshire",UK,Europe,-1.46,52.52,-1.82,53.7,170.15,-43.97,Phoneutria sp,Phoneutria,Ctenidae,Araneae,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,yes, Christina Painting & Leilani Walker,"No bite, unsubstantiated account of wandering spider nest found in bananas",,,0.1891891891891892,0.5405405405405406
NZ_028,https://www.stuff.co.nz/business/industries/70058612/mexican-grapes-pulled-from-shelves-after-venomous-spiders-found,English,New Zealand,Stuff ,Online newspaper,National,8.0,7.0,2015.0,Mexican grapes pulled from shelves after venomous spiders found,Wairoa_New Zealand_2015,2015.0,Wairoa,New Zealand,Oceania,177.42,-39.04,170.15,-43.97,170.15,-43.97,Latrodectus sp,Latrodectus,Theridiidae,Araneae,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,One direct account of spider discovery but supermarkets all over NZ had grapes removed,,,0.25333333333333335,0.25333333333333335
NZ_029,https://www.nzherald.co.nz/nz/more-spiders-found-in-imported-mexican-grapes/5ZKRXI2QQ5F72X3TR6SWVNTHHU/,English,New Zealand,NZ Herald,Traditional newspaper,National,10.0,7.0,2015.0,More spiders found in imported Mexican grapes,NA_New Zealand_2015,2015.0,,New Zealand,Oceania,,,170.15,-43.97,170.15,-43.97,Cheiracanthium sp,Cheiracanthium,Cheiracanthiidae,Araneae,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,Expert is Ministry of Primary industries spokesperson,,,0.16129032258064516,0.4838709677419355
NZ_029,https://www.nzherald.co.nz/nz/more-spiders-found-in-imported-mexican-grapes/5ZKRXI2QQ5F72X3TR6SWVNTHHU/,English,New Zealand,NZ Herald,Traditional newspaper,National,10.0,7.0,2015.0,More spiders found in imported Mexican grapes,NA_New Zealand_2015,2015.0,,New Zealand,Oceania,,,170.15,-43.97,170.15,-43.97,Latrodectus sp,Latrodectus,Theridiidae,Araneae,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,Expert is Ministry of Primary industries spokesperson,,,0.16666666666666666,0.5
NZ_030,https://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11510092,English,New Zealand,NZ Herald,Traditional newspaper,National,9.0,9.0,2015.0,New species of deadly funnel-web spider discovered,Booderee National Park_Australia_2015,2015.0,Booderee National Park,Australia,Oceania,150.7,-35.12,149.12,-35.28,170.15,-43.97,Hadronyche sp,Hadronyche,Atracidae,Araneae,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,"Encounter = discovering the species under a log, still counts?",,,0.2,0.3
NZ_031,https://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11521385,English,New Zealand,NZ Herald,Traditional newspaper,National,30.0,9.0,2015.0,I almost lost my leg after flesh eating spider bite on plane,Flight Doha - Cape Town_Qatar_2015,2015.0,Flight Doha - Cape Town,Qatar,Asia,,,51.15,25.19,170.15,-43.97,Loxosceles reclusa,Loxosceles,Sicariidae,Araneae,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,yes,Christina Painting & Leilani Walker,Bite on flight to South Africa.,,,0.2653061224489796,0.42857142857142855
NZ_032,https://www.stuff.co.nz/world/europe/75437672/giant-huntsman-spider-found-in-mums-bananas,English,New Zealand,Stuff ,Online newspaper,National,24.0,12.0,2015.0,Giant huntsman spider found in mums bananas,Manchester_UK_2015,2015.0,Manchester,UK,Europe,-2.24,53.47,-1.82,53.7,170.15,-43.97,Sparassidae,Unknown,Sparassidae,Araneae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,-,,,0.22448979591836735,0.22448979591836735
NZ_033,https://www.stuff.co.nz/national/77102011/white-tailed-spider-bites-girl-rescue-helicopter-scrambled,English,New Zealand,Stuff ,Online newspaper,National,20.0,2.0,2016.0,White-tailed spider bites girl: Rescue helicopter scrambled,Kawhia_New Zealand_2016,2016.0,Kawhia,New Zealand,Oceania,174.82,-38.07,170.15,-43.97,170.15,-43.97,Lampona sp,Lampona,Lamponidae,Araneae,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,-,,,0.4074074074074074,0.14814814814814814
NZ_034,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11592970,English,New Zealand,NZ Herald,Traditional newspaper,National,20.0,2.0,2016.0,Two hospitalised following wasp and spider incidents,Kawhia_New Zealand_2016,2016.0,Kawhia,New Zealand,Oceania,174.82,-38.07,170.15,-43.97,170.15,-43.97,Lampona sp,Lampona,Lamponidae,Araneae,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,-,,,0.4090909090909091,0.09090909090909091
NZ_035,https://www.stuff.co.nz/nelson-mail/news/77987956/aussie-spider-spins-golden-web-in-mapua,English,New Zealand,Nelson Mail (via Stuff),Traditional newspaper,Regional,17.0,3.0,2016.0,Aussie spider found under a Kiwi home may have blown across the Tasman,Mapua_New Zealand_2016,2016.0,Mapua,New Zealand,Oceania,173.1,-41.25,170.15,-43.97,170.15,-43.97,Nephila sp,Nephila,Araneidae,Araneae,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,-,,,0.3157894736842105,0.10526315789473684
NZ_036,https://www.stuff.co.nz/world/australia/78824994/family-mourns-death-of-second-son-in-eight-months-after-redback-spider-bite,English,New Zealand,Stuff ,Online newspaper,National,12.0,4.0,2016.0,Family mourns death of second son in eight months after redback spider bite,Sydney_Australia_2016,2016.0,Sydney,Australia,Oceania,151.15,-33.88,149.12,-35.28,170.15,-43.97,Latrodectus hasselti,Latrodectus,Theridiidae,Araneae,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,-,,,0.5172413793103449,0.2413793103448276
NZ_037,https://www.stuff.co.nz/world/australia/79398468/redback-spider-bites-mans-penis-on-portaloo,English,New Zealand,Stuff ,Online newspaper,National,28.0,4.0,2016.0,Redback spider bites mans penis on portaloo,Sydney_Australia_2016,2016.0,Sydney,Australia,Oceania,151.15,-33.88,149.12,-35.28,170.15,-43.97,Latrodectus hasselti,Latrodectus,Theridiidae,Araneae,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,-,,,0.23529411764705882,0.29411764705882354
NZ_038,https://www.stuff.co.nz/auckland/local-news/northland/83909327/manuka-proves-best-bacteria-fighter,English,New Zealand,Stuff ,Online newspaper,National,5.0,9.0,2016.0,Manuka proves best bacteria fighter,Kaeo_New Zealand_2016,2016.0,Kaeo,New Zealand,Oceania,173.78,-35.1,170.15,-43.97,170.15,-43.97,Gen sp,Unknown,Unknown,Araneae,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,-,,,0.5675675675675675,0.10810810810810811
NZ_039,https://www.stuff.co.nz/science/85767262/katipo-faces-challenges-from-australian-and-south-african-spider-relatives,English,New Zealand,Stuff ,Online newspaper,National,28.0,10.0,2016.0,Katipo faces challenges from Australian and South African spider relatives,NA_New Zealand_2010,2010.0,,New Zealand,Oceania,,,170.15,-43.97,170.15,-43.97,Latrodectus katipo,Latrodectus,Theridiidae,Araneae,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,Story mostly about spread of false widows but also refers to an older account of a spider bite from a katipo spider,,,0.30434782608695654,0.3695652173913043
NZ_040,https://www.stuff.co.nz/oddstuff/86093795/facetoface-with-the-tarantula,English,New Zealand,Stuff ,Online newspaper,National,5.0,11.0,2016.0,Face-to-face with the tarantula,Auckland_New Zealand_2016,2016.0,Auckland,New Zealand,Oceania,174.77,-36.85,170.15,-43.97,170.15,-43.97,Avicularia juruensis,Avicularia,Theraphosidae,Araneae,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,Tarsi referred to as claws but I feel this is not an anatomy error because its for a lay reader,,,0.4146341463414634,0.21951219512195122
NZ_040,https://www.stuff.co.nz/oddstuff/86093795/facetoface-with-the-tarantula,English,New Zealand,Stuff ,Online newspaper,National,5.0,11.0,2016.0,Face-to-face with the tarantula,Auckland_New Zealand_2016,2016.0,Auckland,New Zealand,Oceania,174.77,-36.85,170.15,-43.97,170.15,-43.97,Grammostola rosea,Grammostola,Theraphosidae,Araneae,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,yes, Christina Painting & Leilani Walker,Tarsi referred to as claws but I feel this is not an anatomy error because its for a lay reader,,,0.4146341463414634,0.24390243902439024
